Time ,Proteins,peak 
0.05835,99,0.480489
0.0805969,98,0.480489
0.370574,97,0.480489
0.433306,96,0.480489
0.471368,95,0.480489
0.63577,94,0.442071
0.707269,93,0.442071
0.908349,92,0.442071
0.92633,93,0.509947
1.01156,92,0.509947
1.01522,91,0.509947
1.04454,92,0.463617
1.06901,91,0.463617
1.13172,90,0.463617
1.1805,89,0.463617
1.35539,88,0.463617
1.41055,87,0.463617
1.41867,88,0.463617
1.42074,87,0.463617
1.43245,86,0.463617
1.45618,85,0.463617
1.48712,86,0.463617
1.62995,85,0.503951
1.69376,84,0.503951
1.72255,83,0.503951
1.74315,82,0.503951
1.9278,81,0.499208
1.96506,82,0.499208
2.04304,81,0.499208
2.04877,82,0.499208
2.13328,83,0.499208
2.15665,82,0.499208
2.20709,81,0.499208
2.23783,80,0.499208
2.30387,79,0.499208
2.32434,78,0.499208
2.34234,79,0.499208
2.64956,78,0.488598
2.68179,77,0.488598
3.02339,78,0.552723
3.13799,77,0.500329
3.30668,76,0.500329
3.3513,75,0.500329
3.43991,74,0.500329
3.45892,73,0.500329
3.51673,74,0.475634
3.55711,73,0.475634
3.55895,72,0.475634
3.57276,73,0.475634
3.77651,72,0.475634
3.83872,71,0.475634
3.88858,70,0.475634
3.9068,69,0.475634
3.96422,70,0.475634
4.24711,69,0.475634
4.2949,68,0.475634
4.38073,67,0.509191
4.81357,66,0.429085
4.85159,67,0.429085
4.98942,66,0.412643
5.04254,67,0.412643
5.36631,68,0.514472
5.41626,67,0.514472
5.46195,66,0.516248
5.60814,65,0.511128
5.66537,66,0.511128
5.69438,65,0.511128
5.78487,64,0.511128
5.79282,65,0.511128
5.79377,64,0.511128
5.841,65,0.511128
5.85746,64,0.511128
5.95672,65,0.511128
6.03821,66,0.475372
6.39095,65,0.496448
6.40844,64,0.496448
6.43758,63,0.422094
6.4687,64,0.422094
6.82395,65,0.510306
6.84107,64,0.553102
6.84928,65,0.553102
7.02726,64,0.553102
7.16882,65,0.534797
7.23419,66,0.534797
7.25962,65,0.534797
7.29856,64,0.534797
7.35395,63,0.534797
7.38682,64,0.534797
7.52563,63,0.534797
7.64683,62,0.534797
7.68533,63,0.486991
7.80517,62,0.475769
7.80769,61,0.475769
8.05175,60,0.395531
8.07894,59,0.395531
8.15103,58,0.395531
8.17027,59,0.395531
8.2134,58,0.395531
8.23597,59,0.395531
8.28204,58,0.395531
8.38679,59,0.530911
8.38849,58,0.530911
8.41837,59,0.419265
8.70152,58,0.476025
8.83012,59,0.476025
8.83889,60,0.476025
8.85061,59,0.476025
