Time ,Proteins,peak 
0.056568,99,0.609127
0.208022,98,0.609127
0.410631,97,0.609127
0.422686,96,0.609127
0.507091,95,0.609127
0.538901,94,0.609127
0.546335,93,0.727689
0.600865,92,0.727689
0.610916,91,0.727689
0.614868,90,0.727689
0.741303,89,0.727689
0.7726,88,0.727689
0.888618,87,0.44487
0.965258,86,0.44487
1.05056,85,0.57694
1.06543,84,0.57694
1.24005,85,0.446543
1.2722,86,0.446543
1.35202,85,0.446543
1.39121,84,0.446543
1.54902,85,0.446543
1.63889,86,0.657609
1.68531,85,0.600287
1.90479,86,0.351286
2.004,85,0.351286
2.08596,86,0.351286
2.13877,85,0.351286
2.22903,86,0.351286
2.26355,87,0.351286
2.44171,86,0.351286
2.51697,85,0.351286
2.7198,84,0.623597
2.95077,83,0.623597
3.08253,82,0.572237
3.29342,83,0.572237
3.30342,82,0.572237
3.47694,81,0.422578
3.50097,80,0.422578
3.59269,81,0.422578
3.63478,80,0.422578
3.82898,81,0.349338
3.95484,80,0.311507
4.14068,81,0.550074
4.18366,80,0.550074
4.23139,81,0.550074
4.24288,80,0.550074
4.30616,79,0.550074
4.34793,78,0.489591
4.3556,77,0.489591
4.51291,76,0.489591
4.58823,75,0.489591
4.61835,76,0.489591
4.64312,75,0.489591
4.76481,74,0.489591
4.80799,75,0.506121
4.88429,74,0.532148
5.03253,73,0.640805
5.09824,72,0.640805
5.12752,71,0.424389
5.18392,70,0.424389
5.30828,71,0.722305
5.38125,70,0.534599
5.38912,71,0.534599
5.55085,72,0.534599
5.56679,73,0.534599
5.64394,74,0.534599
5.65964,73,0.534599
5.81813,72,0.560988
5.90301,73,0.585947
5.90574,74,0.585947
5.93658,73,0.585947
5.98866,74,0.420306
6.00795,73,0.420306
6.00921,72,0.420306
6.01388,71,0.420306
6.01754,70,0.420306
6.10444,69,0.420306
6.14988,68,0.420306
6.23424,67,0.420306
6.33319,68,0.618565
6.38627,69,0.618565
6.42217,68,0.35898
6.47163,69,0.35898
6.5875,68,0.35898
