Time ,Proteins,peak 
0.188068,99,1.07174
0.240489,98,1.07174
0.467529,97,1.26358
0.493136,96,1.26358
0.583693,95,1.26358
0.626689,94,1.26358
0.782674,93,0.885292
1.08083,92,0.930573
1.10818,93,0.930573
1.14289,92,0.930573
1.1481,91,0.930573
1.1622,90,0.930573
1.17021,91,0.930573
1.40359,92,0.930573
1.41242,91,0.73921
1.46046,90,0.73921
1.51133,91,0.73921
1.5359,92,0.73921
1.64271,93,0.73921
1.69019,92,1.06091
1.80037,91,1.06091
1.81606,90,1.06091
1.91178,89,1.06091
1.94748,90,1.06091
2.14732,91,1.06091
2.19902,90,1.06091
2.20381,89,1.06091
2.33677,88,1.06091
2.51636,87,0.956364
2.69301,86,0.956364
2.74395,87,0.956364
3.10952,86,0.956364
3.13104,85,0.956364
3.32475,84,1.15393
3.36175,83,1.15393
3.40256,84,1.15393
3.44254,85,1.15393
3.67555,84,1.45064
4.23789,83,1.09154
4.32155,84,1.09154
4.55696,83,1.09154
4.70648,82,1.09154
4.76568,81,1.09154
4.80424,80,1.09154
4.82811,79,0.79116
4.87332,78,0.79116
5.00812,77,0.79116
5.09088,78,0.79116
5.1095,79,0.892006
5.12958,80,0.892006
5.22798,79,0.958862
5.46866,78,0.836946
5.59275,77,0.836946
5.60475,78,0.836946
5.7097,77,1.1197
5.8142,76,1.1197
5.83056,75,1.15378
5.8459,74,1.15378
5.87269,73,1.15378
5.99058,74,1.15378
6.10842,75,0.898871
6.27504,76,1.00465
6.55474,75,0.981655
6.57999,74,0.981655
6.633,73,0.981655
6.76237,72,0.981655
6.79556,71,0.941701
6.79825,72,0.941701
6.8048,71,0.941701
6.89288,72,0.941701
6.95653,71,0.941701
6.97469,72,0.941701
6.97593,71,0.941701
7.00562,70,0.941701
7.10699,69,0.941701
7.14077,68,0.941701
7.22709,69,0.941701
7.38746,70,1.09805
7.45612,69,0.926389
7.48544,68,0.981977
7.71113,67,1.29593
7.7211,68,1.29593
7.80659,67,1.29593
7.93396,66,1.29593
7.99385,65,1.29593
8.34297,66,0.653315
8.39945,67,0.653315
8.4003,66,0.653315
8.40847,65,0.653315
8.46263,66,0.653315
8.72677,65,0.88316
8.75545,64,0.88316
8.88676,63,0.88316
8.91699,64,1.24699
8.91883,65,1.24699
9.03078,66,0.890439
