Time ,Proteins,peak 
0.20636,99,0.711132
0.721139,98,0.616005
0.97717,97,0.616005
1.00001,96,0.616005
1.12622,95,0.616005
1.12979,94,0.616005
1.18708,93,0.616005
1.20966,94,0.616005
1.39093,93,0.616005
1.41978,92,0.616005
1.61454,91,0.616005
1.77535,90,1.31458
1.79219,89,1.31458
1.89991,88,1.31458
1.96272,87,1.31458
2.25323,86,1.31458
2.41028,85,1.65947
2.50439,84,1.65947
2.51094,83,1.65947
2.66415,82,1.65947
2.89507,81,1.1088
2.95489,80,1.1088
3.0453,81,1.1088
3.32495,80,0.648778
3.46123,79,0.648778
3.53058,80,0.648778
3.57417,79,0.648778
3.6164,78,0.648778
3.76752,77,0.648778
3.79403,76,0.820342
3.86785,77,0.820342
3.8763,78,0.820342
4.00545,79,0.820342
4.10672,78,0.820342
4.17493,77,0.820342
4.18311,76,0.820342
4.21988,77,0.820342
4.59289,78,0.820342
4.75791,77,1.51238
4.76116,76,1.51238
4.82461,75,1.51238
4.83426,74,1.51238
5.04946,73,1.51238
5.26613,72,1.87919
5.27247,71,1.87919
5.78821,70,0.49378
5.86547,69,0.49378
5.88905,68,0.49378
5.89947,67,0.49378
5.95872,66,1.20624
5.96285,65,1.20624
5.98943,66,1.20624
6.00858,65,1.20624
6.06586,64,1.18644
6.11375,65,1.18644
6.23087,64,1.18644
6.36058,63,1.18644
6.40108,62,1.18644
6.55682,61,1.18644
6.59379,60,1.18644
6.64859,59,1.18644
6.85374,58,1.23676
6.93945,57,0.53963
6.97186,56,0.220121
7.10406,57,0.220121
7.12223,56,0.220121
7.15664,57,0.609299
7.18854,58,0.609299
7.19547,57,0.609299
7.19772,58,0.609299
7.47401,59,0.66666
7.62392,58,0.66666
7.75865,59,0.66666
7.97762,60,0.0435865
8.00029,61,0.0435865
8.04743,62,0.0435865
8.11378,61,0.338998
8.15533,60,0.338998
8.20283,59,0.940586
8.40021,60,0.940586
8.40069,59,0.940586
8.54855,58,1.31695
8.60159,57,1.31695
8.65454,56,1.31695
8.67283,57,1.31695
8.70313,58,1.31695
8.71872,57,1.31695
8.72475,56,1.31695
9.11126,57,1.11937
9.4259,56,0.109682
9.52568,57,0.109682
9.72714,56,0.109682
9.82368,57,0.447285
9.85026,56,0.447285
9.85676,57,0.447285
9.88992,58,0.447285
10.0508,59,0.907646
10.1948,58,0.907646
10.2092,59,0.907646
10.817,60,0.658373
10.8663,59,0.483946
10.899,60,0.483946
10.9409,61,0.483946
11.123,60,1.24887
11.1555,61,1.24887
11.312,62,0.66261
11.4069,63,1.87788
11.4415,64,1.87788
11.4416,65,1.87788
11.4824,66,1.87788
11.5041,67,1.87788
11.5366,66,1.47163
11.6405,67,0.637135
11.6884,68,0.637135
11.6976,67,0.637135
11.7283,68,0.637135
11.8555,67,0.637135
11.9475,68,0.637135
12.186,69,0.637135
12.2485,70,0.637135
12.3593,71,1.28121
12.4892,72,1.28121
12.5885,71,0.56726
12.597,72,0.56726
12.7032,71,0.56726
12.9009,70,0.56726
12.912,71,0.56726
12.9299,70,0.56726
12.9992,71,0.56726
13.1059,72,1.02829
13.2171,71,0.987083
13.2349,70,0.987083
13.2579,71,0.987083
13.4195,70,0.987083
13.5394,69,0.615843
13.5583,68,0.615843
13.6321,67,0.615843
13.6332,68,0.615843
13.7167,67,0.615843
13.7231,66,0.615843
13.732,65,0.615843
14.0215,64,1.61293
14.0364,65,1.61293
14.1154,66,0.549702
14.1301,65,0.549702
14.1491,64,0.549702
14.1844,65,0.549702
14.1867,64,0.549702
14.2224,65,0.388897
14.2409,64,0.388897
14.3086,63,0.388897
14.3593,62,0.388897
14.5147,61,0.704088
14.5919,62,0.704088
14.6103,63,0.704088
15.0668,64,1.28909
15.0728,63,1.28909
15.1695,62,1.28909
15.4482,61,0.76776
15.5244,62,0.76776
15.5303,63,0.76776
15.6181,62,0.76776
15.7683,63,0.76776
16.0231,62,0.267939
16.0241,63,0.267939
16.1081,64,0.223236
16.1219,65,0.223236
16.2781,66,0.223236
16.331,67,0.554216
16.4522,68,1.44961
16.5448,67,1.33784
16.7064,66,0.376517
16.7702,65,0.376517
16.793,64,0.376517
16.851,65,0.650024
16.8959,66,0.650024
16.997,67,0.801265
17.0202,66,0.801265
17.0229,67,2.61688
17.2793,68,0.0905734
17.3063,69,0.0905734
17.3209,70,0.0905734
17.4686,69,0.505968
17.4988,70,0.505968
17.722,69,0.934411
17.7804,70,0.52314
17.8734,71,2.80208
17.8825,72,2.80208
17.9331,73,2.80208
17.9372,72,2.80208
17.9869,73,2.80208
18.0311,72,2.80208
18.1657,71,2.80208
18.1786,70,2.80208
18.2615,71,2.80208
18.6151,72,0.870861
18.9007,71,0.870861
18.9113,70,0.460936
19.252,69,1.58216
19.3668,70,0.280982
19.4217,71,0.280982
19.4871,70,0.280982
19.5188,69,0.280982
19.583,70,0.280982
19.6392,71,0.976448
19.6402,70,0.976448
19.6756,69,0.976448
19.6925,68,0.976448
19.7423,67,0.81389
19.7806,66,0.81389
20.2833,65,0.74643
20.3359,66,0.74643
20.3994,65,0.74643
20.4475,64,0.74643
20.527,65,0.891423
20.5397,64,0.891423
20.5659,65,0.891423
20.581,66,0.891423
20.5944,67,1.29598
20.6097,66,1.29598
20.7314,65,1.10291
20.7664,66,1.10291
20.8039,65,1.10291
20.9477,66,1.08641
21.1506,65,1.08641
21.3394,66,1.47486
21.4335,67,1.22223
21.5579,66,0.311904
21.6114,65,0.311904
21.7334,64,0.311904
21.7531,63,0.311904
21.7589,64,0.311904
21.7756,63,0.311904
21.7986,64,0.311904
21.881,65,0.311904
21.9958,64,0.217526
22.0145,65,0.217526
22.039,64,0.401625
22.1501,63,1.21371
22.2072,64,1.21371
22.3068,63,2.63768
22.3834,62,2.63768
