Time ,Proteins,peak 
0.236472,99,0.949997
0.278208,98,0.949997
0.287182,97,0.949997
0.470031,96,0.949997
0.509551,95,0.949997
0.608432,94,0.949997
0.724524,93,1.60059
0.810084,92,2.12416
0.826885,91,2.12416
0.859493,90,2.12416
0.935934,89,2.12416
0.95057,88,2.12416
1.00406,87,2.12416
1.04281,86,2.12416
1.17273,85,2.12416
1.22649,84,2.12416
1.34514,83,0.867538
1.75575,82,1.19651
1.79576,81,1.19651
1.81527,80,1.19651
2.09699,81,1.19651
2.10923,80,1.19651
2.12846,79,1.19651
2.20621,78,1.13552
2.21748,77,1.13552
2.30645,78,1.13552
2.37809,77,1.13552
2.50153,76,1.13552
2.84486,77,1.13552
2.87845,78,1.13552
3.0065,77,1.13552
3.1356,76,0.81271
3.3404,77,0.81271
3.39919,76,0.81271
3.4238,75,0.528792
3.8575,76,0.97088
3.93546,77,0.97088
4.00605,76,0.97088
4.1017,75,1.62831
4.11453,74,1.62831
4.28593,73,1.62831
4.47012,72,0.399721
4.50172,71,0.399721
4.64734,70,0.551956
4.74071,71,0.44999
4.80161,70,0.44999
4.81114,71,0.44999
5.05643,72,0.44999
5.15424,73,0.44999
5.15929,74,0.44999
5.17165,73,1.16838
5.56302,72,1.17411
5.58137,71,1.17411
5.69102,70,1.17411
5.69442,69,1.17411
5.72389,70,1.17411
5.96275,69,1.41838
5.97774,68,0.912796
6.14691,67,0.779858
6.3297,68,1.07312
6.60264,69,0.836635
6.64851,70,0.836635
6.79785,71,0.516341
6.84122,70,0.516341
6.87738,71,0.516341
6.89014,72,0.516341
7.15023,73,0.490674
7.22942,72,0.758676
7.2783,73,0.758676
7.28548,74,0.758676
7.30976,75,0.758676
7.38062,74,1.33255
7.53121,75,1.33255
7.56145,76,1.33255
7.65612,75,1.33255
7.6567,74,1.33255
7.72245,73,0.579605
7.74153,74,0.579605
7.97342,75,0.579605
8.195,74,0.579605
8.27422,75,0.579605
8.42198,74,0.579605
8.44514,73,0.579605
8.48651,72,0.579605
8.62427,71,0.579605
8.66507,70,0.94763
8.69419,71,0.94763
8.86519,70,0.94763
9.04455,69,0.94763
9.0877,68,0.94763
9.10536,67,0.94763
9.33592,66,1.60681
9.53183,65,1.60681
9.5998,66,1.60681
9.83247,65,1.4985
9.9782,64,1.4985
10.0291,63,1.4985
10.5351,62,0.356612
10.5421,61,0.356612
10.6078,60,0.356612
10.7718,61,0.622274
10.8082,62,0.622274
11.2475,63,0.786053
11.2692,64,0.786053
11.2844,65,0.786053
11.4109,64,1.29865
11.4374,63,1.29865
11.485,62,1.29865
11.6919,63,1.29865
11.9671,62,1.43432
12.0218,63,1.43432
12.0239,62,1.43432
12.0986,61,0.975667
12.6335,60,0.726848
12.7055,61,3.48011
12.8584,60,0.347133
12.9014,61,0.347133
12.9188,60,0.347133
12.9432,61,1.06562
12.9483,62,1.06562
12.9789,63,1.06562
