Time ,Proteins,peak 
0.0320138,99,0.88529
0.0438918,98,0.88529
0.308119,97,1.02724
0.470497,96,0.921644
0.541778,95,0.904834
0.681421,94,0.904834
0.750224,93,0.837658
1.07622,94,0.837658
1.25514,95,0.837658
1.26375,94,0.837658
1.36468,95,0.837658
1.38304,96,0.837658
1.39889,97,0.837658
1.57246,98,1.11132
1.58748,97,1.11132
1.66301,96,1.11132
1.85944,95,0.775271
1.91702,94,0.775271
2.20719,93,1.21839
2.23019,92,1.21839
2.28119,91,1.21839
2.3044,90,1.21839
2.31935,89,1.21839
2.35619,88,1.21839
2.4069,87,1.21839
2.50752,88,1.21839
2.5223,89,1.21839
2.61351,88,1.21839
2.73847,87,1.21839
2.79951,86,1.21839
3.00505,85,1.21839
3.12725,84,1.21839
3.35578,85,1.21839
3.61232,86,1.21839
3.7357,85,1.21839
3.81349,84,1.21839
3.90724,83,1.21839
4.00805,82,1.21839
4.27581,81,1.367
4.36153,80,0.973809
4.57407,79,0.836698
4.58045,78,0.836698
4.58752,77,0.836698
4.59597,76,0.836698
4.6734,75,0.836698
4.75299,74,0.917995
4.95955,73,0.917995
5.01247,72,0.917995
5.02655,71,0.917995
5.16253,72,0.917995
5.22598,73,0.917995
5.25222,74,0.917995
5.30111,73,0.917995
5.41241,72,0.917995
5.49163,71,0.917995
5.63701,72,0.917995
5.66913,73,0.917995
5.74137,72,0.917995
5.76197,71,0.917995
5.89535,70,0.917995
5.94824,69,0.917995
6.07828,68,0.761854
6.5129,67,1.27828
6.56632,66,1.27828
6.81458,67,0.850098
7.24191,66,1.22067
7.42742,65,1.22067
7.58407,64,0.821284
7.58762,63,0.821284
7.60446,64,1.42915
7.62383,65,0.660237
7.64421,66,0.660237
7.72197,67,0.660237
7.74756,68,0.660237
7.77095,69,0.660237
7.86667,70,0.925078
7.9901,69,0.791542
8.0264,68,0.791542
8.08787,67,0.791542
8.12954,68,0.791542
8.16604,67,0.766743
8.25181,68,0.766743
8.27625,69,0.766743
8.38609,68,0.550559
8.39137,69,0.448695
8.4266,68,0.448695
8.46115,69,0.448695
8.48344,68,0.448695
8.52264,69,0.448695
8.66178,70,0.712762
8.71169,71,0.712762
8.71322,72,0.712762
8.74435,73,0.712762
8.77156,72,1.29854
8.83695,73,1.29854
8.9005,72,0.576613
8.90491,73,0.576613
8.91655,74,0.576613
9.02651,75,0.576613
9.11196,74,0.576613
9.16147,75,0.576613
9.20282,74,0.576613
9.29291,75,1.64407
9.3517,74,1.64407
9.45319,73,1.08467
9.46353,74,1.08467
9.48373,73,1.08467
9.51996,74,1.08467
9.57622,73,1.08467
9.6015,72,0.904363
9.64292,73,0.904363
10.0535,74,0.904363
10.4554,75,1.00397
10.5007,76,1.00397
10.5117,75,1.00397
10.6317,74,1.00397
10.8082,73,1.13719
10.8549,74,1.13719
11.1025,75,0.837956
11.2355,74,1.31459
11.2397,73,1.31459
11.2842,72,1.31459
11.2974,73,1.31459
11.3617,74,1.31459
11.4359,73,1.31459
11.5635,74,1.31459
11.6396,73,1.1782
11.7606,72,1.1782
11.8768,73,0.904549
11.9405,74,1.02551
12.1947,73,1.1222
12.4433,72,0.941188
12.4464,71,0.941188
12.4832,72,0.941188
12.5253,73,0.941188
12.6961,72,0.941188
12.7212,73,0.941188
12.8111,74,0.941188
12.8552,73,0.941188
12.8914,74,0.941188
12.9108,75,0.941188
12.9923,74,0.941188
13.1247,73,1.12899
13.1755,72,1.12899
13.2805,73,1.19278
13.3012,74,1.19278
