Time ,Proteins,peak 
0.087639,99,0.232364
0.295406,100,0.191191
0.513026,99,0.191191
0.642265,98,0.191191
0.765277,97,0.191191
0.925639,96,0.191191
0.942523,95,0.191191
0.950511,94,0.191191
1.00254,93,0.191191
1.08805,92,0.772703
1.12225,91,0.772703
1.17387,90,0.772703
1.25037,89,0.772703
1.35304,88,0.451154
1.44098,87,0.31886
1.50547,86,0.31886
1.62723,85,0.530729
1.75979,86,0.530729
1.76536,87,0.530729
1.78502,88,0.530729
1.90733,87,0.530729
2.04846,86,0.530729
2.1229,87,0.530729
2.15197,88,0.530729
2.16207,87,0.530729
2.25716,86,0.530729
2.43329,85,0.249438
2.50691,84,0.114929
2.53083,83,0.114929
2.5377,84,0.114929
2.55131,83,0.114929
2.55349,82,0.114929
2.58193,81,0.114929
2.59614,82,0.75447
2.71192,81,0.284297
2.74177,80,0.284297
2.85105,79,0.284297
2.90413,78,0.284297
2.92997,77,0.284297
2.96967,78,0.284297
3.34707,79,0.284297
3.40802,78,0.51654
3.41857,77,0.51654
3.46868,76,0.51654
3.55954,77,0.124236
3.57968,76,0.124236
3.6825,77,0.476568
3.90551,78,0.591032
4.02153,77,0.591032
4.06395,76,0.591032
4.07636,77,0.591032
4.10161,76,0.591032
4.13533,77,0.591032
4.43897,76,0.31427
4.47662,77,0.31427
4.62583,78,0.701571
4.78417,77,0.701571
4.78734,76,0.701571
4.9928,77,0.701571
5.11936,76,0.635325
5.26044,77,0.503323
5.42186,76,1.2652
5.6183,77,1.2652
5.65423,76,1.2652
5.71071,77,1.2652
5.74203,78,1.2652
5.81699,77,1.2652
5.91971,76,1.2652
6.04868,75,1.2652
6.10503,74,1.2652
6.45742,73,1.2652
6.48794,72,1.2652
6.65957,73,0.262085
6.68892,72,0.262085
6.74206,71,0.262085
6.79558,72,0.262085
6.99667,71,0.262085
7.00305,70,0.262085
7.13109,69,0.262085
7.23906,68,0.183761
7.29792,67,0.183761
7.37027,66,0.183761
7.382,67,0.183761
7.4624,68,0.183761
7.58551,67,0.183761
7.59407,66,0.183761
7.61712,67,0.233053
7.734,66,0.233053
7.83973,67,0.238618
8.01631,66,0.654036
8.04822,67,0.654036
8.22554,66,0.506324
8.32183,65,0.506324
8.43393,64,0.409755
8.51786,65,0.409755
8.53935,64,0.409755
8.62927,65,0.409755
8.78342,66,0.646609
8.82459,65,0.646609
8.84821,64,0.711002
8.85936,63,0.711002
9.0796,64,0.0248966
9.09364,65,0.605183
9.12358,64,0.605183
9.15598,63,0.605183
9.29495,64,1.0198
9.36595,65,1.0198
9.43784,66,1.0198
9.49676,65,1.0198
9.54673,66,1.0198
9.5517,67,1.0198
9.68883,68,0.339869
9.7295,67,0.339869
9.85105,66,0.339869
9.93325,67,0.339869
10.0398,68,0.339869
10.0707,67,0.339869
10.1412,66,0.580809
10.2017,65,0.580809
10.222,64,0.220285
10.2914,65,0.201832
10.4353,66,0.201832
10.4554,65,0.201832
10.4738,66,0.201832
10.596,65,0.201832
10.5967,64,0.201832
10.609,63,0.201832
10.6789,64,0.201832
10.7075,63,0.201832
11.054,64,0.201832
11.1213,63,0.855872
11.3721,62,0.180811
11.3969,63,0.234192
11.6021,62,0.382361
11.6219,63,0.382361
11.6608,64,0.382361
11.8085,63,0.799439
11.8194,62,0.799439
11.9117,61,0.799439
11.9137,62,0.799439
11.9377,63,0.799439
11.9444,64,0.799439
12.0876,63,0.510844
12.1922,64,0.0596591
12.2225,63,0.0596591
12.2697,64,0.0596591
12.3866,63,0.0596591
12.4542,62,0.0596591
12.4783,63,0.0596591
12.535,64,0.0596591
12.5521,63,0.0596591
12.5914,64,0.44243
12.6056,65,0.44243
12.6381,64,1.15888
12.9,63,0.80989
13.001,64,0.263595
13.122,63,0.810474
13.2048,64,0.810474
13.2557,63,1.01272
13.2879,62,1.01272
13.3389,63,1.01272
13.5964,64,0.166214
13.6325,65,0.166214
13.7943,66,0.953134
13.8707,65,0.953134
13.9266,66,0.953134
14.0829,65,0.953134
14.2569,64,0.953134
14.2676,65,0.953134
14.5406,64,0.953134
14.6863,65,0.455748
14.8622,64,1.18385
15.0351,65,1.18385
15.0386,64,1.18385
15.0778,63,0.825556
15.1539,62,0.825556
15.4377,61,0.353756
15.4666,62,0.353756
15.564,63,0.353756
15.6954,62,0.367921
15.7284,61,0.367921
15.8677,62,0.224386
15.985,63,0.224386
15.9901,64,0.224386
16.0569,65,0.224386
16.3407,66,0.22433
16.4516,65,0.22433
16.4947,64,0.718033
16.6416,63,0.353163
16.7599,62,0.752273
16.8365,61,0.752273
16.9224,62,0.414437
17.0443,61,0.515881
17.1492,60,0.255926
17.1745,59,0.255926
17.2012,60,0.255926
17.2805,61,0.255926
17.3006,62,0.255926
17.3216,63,0.255926
17.4184,64,0.56034
17.5455,65,0.56034
17.5591,64,0.56034
17.6281,63,0.35554
17.7138,62,1.9817
17.7662,61,1.9817
17.7906,62,1.9817
17.808,63,1.9817
17.8979,62,1.9817
17.9194,63,1.9817
17.9832,64,0.268633
17.9945,63,0.268633
18.0875,62,0.268633
18.152,61,0.268633
18.24,60,0.887764
18.2497,61,0.887764
18.476,62,0.887764
18.6649,63,0.666789
18.6909,62,0.666789
18.7593,61,0.666789
18.8857,60,0.88277
19.1023,61,0.178234
19.1655,60,0.178234
19.1657,61,0.178234
19.2026,60,0.178234
19.2227,59,0.178234
19.2606,58,0.178234
19.2683,59,0.178234
19.6839,58,0.945376
19.691,57,0.945376
19.6945,58,0.945376
19.71,59,0.945376
19.7407,58,0.945376
19.7585,57,0.945376
19.8055,56,0.945376
19.8737,57,0.945376
19.9112,56,1.08202
19.9391,55,0.298005
19.9434,56,0.298005
19.9449,55,0.298005
20.1198,54,0.298005
20.1437,53,0.298005
20.2199,54,0.298005
20.2284,55,0.298005
20.2893,54,0.298005
20.4686,53,0.690348
20.6275,54,0.690348
20.69,53,0.220348
20.822,54,0.264357
20.8931,55,0.264357
20.9758,56,0.264357
20.9869,57,0.264357
