Time ,Proteins,peak 
0.155701,99,0.879826
0.227106,98,0.175512
0.227974,97,0.175512
0.333561,98,0.175512
0.359046,97,0.175512
0.43642,96,0.175512
0.508691,95,0.898545
0.518875,94,0.898545
0.632233,93,0.898545
0.68679,92,0.898545
0.731788,91,0.898545
0.837548,90,0.898545
0.873914,89,0.898545
0.912978,90,0.898545
0.93207,89,0.898545
0.948099,88,0.898545
0.984361,87,0.898545
1.06643,86,0.898545
1.13346,85,0.898545
1.18463,84,0.898545
1.18915,83,0.898545
1.22147,82,0.898545
1.35929,83,0.898545
1.38564,82,0.898545
1.487,81,0.527447
1.56774,80,0.527447
1.62277,79,0.527447
1.83096,78,0.527447
1.90942,77,0.527447
1.94191,78,0.527447
2.15014,77,0.527447
2.17668,76,0.527447
2.42108,75,0.527447
2.42951,74,0.527447
2.46616,73,0.140913
2.58205,74,0.140913
2.66659,73,0.142236
2.7462,74,0.0943158
2.82607,75,0.0943158
2.9248,74,0.0943158
3.01596,73,0.169983
3.1159,74,0.116567
3.12495,73,0.116567
3.16602,74,0.116567
3.24653,73,0.116567
3.48851,74,0.124997
3.62748,73,0.581227
3.68101,72,0.581227
3.86152,71,0.581227
3.97271,70,0.71786
4.00238,69,0.71786
4.1099,70,0.688963
4.16043,69,1.81171
4.28169,70,0.531125
4.34629,69,0.531125
4.65936,68,0.531125
4.66883,69,0.531125
4.67127,68,0.531125
4.6834,67,0.531125
4.76906,68,0.596408
4.78453,69,0.596408
4.99861,68,0.596408
5.16022,67,0.149546
5.2095,66,0.149546
5.25127,67,0.149546
5.30353,66,0.149546
5.34029,67,0.149546
5.49605,68,0.199736
5.50895,67,0.199736
5.55373,68,0.199736
5.63789,67,0.21252
5.73348,68,0.21252
5.8091,67,0.21252
5.81872,68,0.21252
5.95869,69,0.21252
6.61978,68,0.571998
6.80966,67,0.389327
6.81027,66,0.389327
6.92881,67,0.87845
7.04949,68,0.255475
7.25786,69,0.255475
7.29643,70,0.768984
7.36749,69,0.377118
7.4637,68,0.377118
7.53865,67,0.630774
7.68146,68,0.630774
7.71179,67,0.630774
7.72734,68,0.630774
7.99809,67,0.838013
8.03575,68,0.838013
8.07792,67,0.838013
8.14233,68,0.838013
8.23448,67,0.838013
8.36149,66,0.838013
8.51849,65,0.3976
8.6256,66,0.603383
8.67294,65,0.603383
8.82063,66,0.497329
8.97051,65,0.497329
9.14717,66,0.146626
9.28387,67,0.146626
9.30376,66,0.146626
9.31424,67,0.146626
9.37858,66,0.592717
9.53391,65,0.625471
9.67553,64,0.457511
9.7062,63,0.457511
9.79004,62,0.457511
9.94901,63,0.511714
9.96976,62,0.35826
10.0134,63,0.35826
10.0286,64,0.35826
10.2318,65,0.100969
10.247,64,0.100969
10.2712,65,0.415949
10.3114,64,0.415949
10.3182,65,0.415949
10.3342,66,0.415949
10.3501,65,0.216598
10.415,66,0.216598
10.5067,65,0.216598
10.5593,66,0.216598
10.5763,65,0.216598
10.6782,66,0.11815
10.7256,67,0.435577
10.8027,66,0.435577
10.8239,67,0.435577
11.1568,68,0.435577
11.3108,67,0.435577
11.5123,66,0.268077
11.5214,65,0.268077
11.5243,64,0.268077
11.6003,65,0.477241
11.6628,64,0.477241
11.6696,63,0.477241
11.7507,64,0.2801
11.7854,63,0.2801
11.828,62,0.2801
11.9002,61,0.2801
11.9517,62,0.960789
12.0257,63,1.88044
12.2446,64,0.164862
12.3788,63,0.164862
12.901,64,0.463409
12.9714,63,0.463409
13.0093,62,0.463409
13.0212,61,0.463409
13.1037,62,0.348642
13.1742,61,0.348642
13.219,60,0.343687
13.3279,61,0.343687
13.3586,62,0.162619
13.4473,63,0.856697
13.5043,62,0.366818
13.5199,63,0.366818
13.5269,64,0.366818
13.5966,65,0.224889
13.6423,64,0.175428
13.6751,63,0.175428
13.7368,62,0.175428
13.7731,61,0.404712
13.7871,60,0.404712
13.7925,61,0.404712
13.8078,62,0.404712
13.8282,63,0.404712
13.8515,62,0.404712
13.8725,63,0.404712
13.912,62,0.404712
14.1472,63,0.096646
14.238,64,0.096646
14.2701,65,0.372405
14.3306,66,0.372405
14.3583,65,0.372405
14.5448,64,0.583166
14.6202,65,0.921285
14.6722,64,0.963834
15.002,65,0.963834
15.01,64,0.963834
15.3026,63,0.212345
15.3692,62,0.37475
15.5083,63,0.37475
15.5169,64,0.37475
15.627,65,0.37475
15.6368,64,0.37475
15.6494,63,0.37475
15.7096,64,0.37475
15.7436,63,0.37475
15.7531,62,0.37475
15.8147,61,0.157332
15.9366,62,0.157332
15.9427,63,0.157332
16.1325,62,0.157332
16.1353,61,0.157332
16.1448,60,0.157332
16.1587,59,0.157332
16.2414,58,0.433852
16.2425,57,0.433852
16.3964,56,0.245333
16.5293,55,0.149295
16.548,54,0.149295
