Time ,Proteins,peak 
0.0933114,99,0.646334
0.181033,98,0.646334
0.311917,97,0.646334
0.320802,96,0.646334
0.474672,95,0.646334
0.511576,94,0.646334
0.617594,93,0.646334
0.793794,92,0.646334
1.01789,91,0.646334
1.04522,90,0.646334
1.18855,89,0.646334
1.55714,88,0.521623
1.60814,87,0.521623
1.66171,86,0.521623
1.71456,85,0.521623
1.88289,84,0.521623
1.94278,85,0.521623
2.17373,84,0.521623
2.26368,83,0.521623
2.41459,82,0.301427
2.43872,81,0.301427
2.51957,80,0.301427
2.6563,79,0.948408
2.71469,80,0.948408
2.94407,79,0.948408
2.99321,78,0.541989
3.15857,77,0.541989
3.51244,78,0.672103
3.53066,79,0.672103
3.55356,78,3.4001
3.62251,77,3.4001
3.63601,78,3.4001
3.94517,77,0.849027
3.97144,76,0.849027
3.97617,75,0.849027
4.04513,74,0.849027
4.14611,73,0.849027
4.16694,72,1.18999
4.171,71,1.18999
4.1775,72,1.18999
4.27068,71,1.18999
4.55171,70,1.14143
4.63385,69,1.14143
4.64256,70,1.14143
4.74398,69,0.957644
4.77994,70,0.957644
4.91137,71,0.957644
4.99604,72,0.957644
5.34592,73,0.849789
5.36188,72,0.849789
5.54017,73,0.849789
5.61061,74,0.849789
5.87315,75,0.987906
5.9453,74,0.813068
6.04914,73,0.813068
6.10862,72,0.813068
6.245,71,1.13628
6.69585,72,1.07909
6.72987,71,1.07909
6.79038,70,1.19438
6.79737,71,1.19438
6.84296,70,1.19438
6.93749,71,1.19438
7.00517,70,1.19438
7.28749,69,1.19438
7.37037,70,1.19438
7.44132,69,1.19438
7.68876,70,1.19438
7.91739,69,1.19438
7.95368,70,1.19438
8.02145,69,1.19438
8.10091,68,0.833169
8.10923,67,0.833169
8.2355,68,1.14109
8.23576,69,1.14109
8.38458,68,1.14109
8.43931,67,1.14109
8.46402,66,1.14109
8.5797,65,1.14109
8.62709,64,1.14109
8.6993,63,1.14109
8.74803,62,1.14109
8.83798,61,0.365689
8.8904,62,0.385308
9.04681,61,1.37421
9.17342,62,1.37421
9.26063,63,1.37421
9.27618,64,1.37421
9.36375,65,1.37421
9.38305,64,1.37421
9.63977,63,1.50742
9.65964,62,1.50742
9.75368,61,1.50742
9.7776,60,1.50742
9.94148,59,1.50742
10.1386,58,1.50742
10.1469,57,1.50742
10.4172,58,0.409968
10.7293,59,0.409968
