Time ,Proteins,peak 
0.0342162,99,0.492382
0.158389,98,0.489982
0.245947,97,0.489982
0.36571,96,0.489982
0.393439,95,0.489982
0.441379,94,0.489982
0.551515,95,0.489982
0.570403,96,0.489982
0.708889,95,0.451856
0.831835,94,0.451856
0.856276,93,0.451856
1.05737,94,0.614544
1.13841,95,0.392454
1.24119,94,0.365046
1.36226,93,0.365046
1.4607,94,0.337559
1.51061,93,0.337559
1.53081,94,0.337559
1.54458,95,0.337559
1.58606,94,0.337559
1.74235,95,0.337559
1.89428,94,0.658041
1.95226,93,0.658041
1.96785,92,0.658041
2.06927,91,0.658041
2.28663,90,0.434918
2.41267,89,0.434918
2.43341,88,0.434918
2.48132,89,0.434918
2.52674,90,0.434918
2.57376,89,0.434918
2.59689,90,0.434918
2.60873,89,0.434918
2.77884,88,0.509527
2.82863,87,0.509527
3.00871,86,0.509527
3.05284,85,0.509527
3.09605,84,0.509527
3.10922,83,0.509527
3.11107,82,0.509527
3.11663,83,0.509527
3.14913,84,0.509527
3.39992,83,0.523031
3.72804,84,0.523031
3.83965,83,0.523031
3.85068,82,0.523031
3.87356,83,0.523031
3.90854,82,0.523031
3.9649,81,0.523031
4.06659,80,0.523031
4.29006,79,0.523031
4.46711,78,0.523031
4.7849,77,0.523031
4.8803,76,0.523031
4.95922,75,0.523031
5.37622,74,0.523031
5.44038,73,0.493228
5.50932,72,0.493228
5.6416,71,0.710616
5.90336,72,0.472477
5.94298,71,0.472477
6.26184,72,0.39603
6.3097,71,0.39603
6.33714,72,0.39603
6.39465,71,0.39603
6.50764,70,0.39603
6.50809,69,0.39603
6.64448,70,0.39603
6.68614,71,0.39603
7.05036,70,0.566287
7.07472,69,0.566287
7.17147,68,0.566287
7.45742,69,0.536642
7.47413,68,0.536642
7.62555,67,0.536642
7.6463,66,0.536642
7.69671,65,0.536642
7.85941,66,0.536642
7.90143,65,0.536642
8.02987,64,0.536642
8.71261,63,0.536642
8.74901,62,0.424784
8.86666,61,0.401638
8.92263,60,0.52118
8.92953,59,0.52118
8.96947,58,0.52118
9.16582,59,0.475341
9.22207,60,0.475341
9.27953,59,0.475341
9.42939,60,0.511484
9.46358,61,0.511484
9.50864,60,0.511484
9.61253,59,0.511484
9.79043,58,0.487418
9.81496,57,0.487418
9.8392,56,0.447624
9.85301,55,0.447624
9.92635,56,0.447624
10.0671,55,0.47127
10.1083,56,0.437729
10.1653,57,0.437729
10.2154,56,0.465579
10.2654,57,0.465579
10.2824,56,0.465579
10.3216,55,0.465579
10.3668,56,0.465579
10.3734,55,0.465579
10.3824,54,0.465579
10.4335,55,0.465579
10.5172,56,0.467192
10.5254,57,0.467192
10.6364,58,0.557651
10.6577,57,0.557651
10.7238,56,0.420776
10.751,55,0.479656
10.9256,56,0.479656
10.9315,55,0.479656
10.9416,54,0.479656
11.085,55,0.479656
11.1055,54,0.479656
11.1193,55,0.479656
11.2279,56,0.519385
11.3452,55,0.519385
11.4213,56,0.533893
11.5679,55,0.533893
11.6203,54,0.533893
11.6596,55,0.533893
11.6717,54,0.533893
11.8585,53,0.541976
11.9119,54,0.541976
11.9725,53,0.541976
12.208,52,0.490165
12.2605,53,0.494282
12.2797,54,0.435093
12.5252,55,0.500814
12.6311,54,0.503401
12.6973,55,0.503401
12.7137,56,0.503401
12.9501,55,0.564819
12.984,56,0.564819
12.9874,57,0.564819
12.988,56,0.564819
13.0061,57,0.564819
13.0921,58,0.564819
13.1368,57,0.564819
13.3409,58,0.405438
13.3616,59,0.405438
13.3837,58,0.405438
13.454,59,0.405438
13.5988,60,0.44939
13.6154,59,0.44939
13.6437,58,0.44939
13.96,59,0.535803
14.1476,58,0.435841
14.283,59,0.560004
14.3547,58,0.560004
