Time ,Proteins,peak 
0.0869995,99,1.43807
0.14721,98,1.43807
0.239645,97,0.788659
0.274971,96,0.788659
0.571877,95,0.788659
0.647831,94,0.788659
0.710502,93,1.04656
0.885677,92,1.04656
0.886214,91,1.04656
0.959956,90,1.04656
0.972793,89,1.04656
0.991594,88,1.04656
0.995705,89,1.04656
1.30113,88,1.04656
1.41556,87,1.04656
1.63337,86,0.944551
1.66394,85,0.944551
1.71136,84,0.944551
1.7558,85,0.944551
1.87242,84,0.944551
2.24372,83,0.688356
2.44158,84,0.823643
2.65087,83,0.823643
2.67467,82,0.823643
2.73428,81,1.46115
2.78069,80,1.46115
2.86259,81,0.615598
3.25246,82,0.977631
3.38666,81,0.52494
3.42855,82,0.52494
3.43591,81,0.52494
3.5605,80,0.52494
3.69608,81,1.12152
3.75061,80,1.12152
3.80352,79,1.12152
3.83372,78,1.0727
3.88964,79,1.0727
3.89914,78,1.0727
4.01321,77,1.0727
4.03767,76,1.0727
4.07324,77,1.0727
4.16169,78,1.0727
4.16837,77,1.0727
4.23051,76,1.0727
4.28059,75,1.0727
4.32208,74,1.37056
4.47694,75,0.68908
4.75092,76,0.68908
4.75621,75,0.68908
4.8988,76,0.68908
4.94015,75,1.16043
5.11927,76,1.36298
5.13884,75,1.36298
5.64177,76,0.470471
5.64982,77,0.470471
5.66264,78,0.470471
5.70288,79,0.470471
6.09284,80,0.968892
6.09757,81,0.968892
6.35047,82,0.755063
6.40578,81,0.755063
6.49548,80,0.755063
6.52207,79,0.755063
6.71576,80,1.00128
6.77759,81,1.00128
6.92623,80,1.12648
6.973,81,1.12648
6.98625,82,1.12648
7.12196,83,1.12648
7.21362,82,1.12648
7.30081,81,0.734279
7.31478,80,0.734279
7.41918,79,1.3548
7.45478,78,0.700707
7.52882,77,1.23103
7.54723,76,1.23103
7.57759,75,1.23103
7.61447,76,1.23103
7.64496,75,1.23103
7.64848,74,1.23103
7.71911,75,1.23103
7.73987,74,0.86375
7.90113,73,0.86375
8.01038,74,0.86375
8.02423,75,0.86375
8.04283,74,0.86375
8.1367,75,1.53067
8.13808,74,1.53067
8.14313,73,1.53067
8.15456,72,1.53067
8.24535,71,1.53067
8.30212,72,1.53067
8.56914,71,0.89822
8.6004,72,0.952864
8.64235,71,0.952864
8.67291,70,0.771754
8.70374,71,0.771754
8.72033,72,0.771754
8.76589,71,1.13024
8.95853,70,1.13024
9.02088,69,1.13024
9.3575,68,1.79216
9.38597,69,0.964743
9.40241,68,0.964743
9.41176,67,0.964743
9.43277,68,0.964743
9.52337,69,0.964743
9.58997,70,0.652347
9.85978,69,1.29706
9.87512,70,1.29706
9.93219,71,1.29706
9.9838,72,1.29706
10.0867,71,0.452547
10.1115,70,0.452547
10.1618,69,0.945185
10.1772,70,0.945185
10.1809,69,0.945185
10.2208,70,0.945185
10.2371,71,0.945185
10.2669,70,0.945185
10.3154,69,0.945185
10.3417,70,0.945185
10.3539,69,0.945185
10.5241,70,0.806484
10.8424,71,2.71226
11.03,72,0.703234
11.0605,73,1.77255
11.0609,74,1.77255
11.0787,73,1.77255
11.148,72,1.77255
11.3058,73,1.77255
11.3494,72,1.77255
11.503,71,0.695477
11.5566,70,0.695477
11.6161,69,1.47332
11.6168,68,1.47332
11.6198,67,1.47332
11.6681,66,0.655536
11.6683,67,0.655536
11.752,66,0.515778
11.7665,65,0.769012
11.781,64,0.769012
