meanDelayTime,CV.of.Delay,Period.Mean,Period.CV,Mean.Amplitude,Amplitude.CV
0.5,0.05,13.1216627092846,0.23038881276713,68.2861491628615,0.0267872172596737
0.5,0.1,13.0716912121212,0.225246190352171,68.3712121212121,0.0269247332060734
0.5,0.15,13.2874216718266,0.224002527973676,68.5325077399381,0.0269349861742678
0.5,0.2,13.3721868217054,0.229580460322887,68.3736434108527,0.0268700657435483
0.5,0.25,13.6118283911672,0.222933016219252,68.4747634069401,0.026910448025259
0.5,0.3,13.2221588325653,0.231357420678464,68.2503840245776,0.0265122457692897
0.5,0.35,13.7650738019169,0.218224750994372,68.3849840255591,0.0264304323072713
0.5,0.4,12.6356362701909,0.228399362563099,68.2466960352423,0.0263953735723223
0.5,0.45,13.8775291935484,0.222094149229563,68.3177419354839,0.0265502793684007
0.5,0.5,13.1801599388379,0.234135076674293,68.3333333333333,0.0262743448197576
0.5,0.55,13.1470112977099,0.224793088482637,68.3297709923664,0.0267983672900096
0.5,0.6,13.1603735474006,0.230771827592451,68.4556574923547,0.0267424230037238
0.5,0.65,13.6547545166403,0.223397381513803,68.4801901743265,0.026444495152918
0.5,0.7,13.1399309923664,0.225217689615735,68.3648854961832,0.0260688656103452
0.5,0.75,12.8450050670641,0.230758031461666,68.3293591654247,0.0265180450543309
1,0.05,13.1244676829268,0.224593021643404,68.6234756097561,0.0272726240737222
1,0.1,12.729140915805,0.224018304354751,68.533234859675,0.0273683160870782
1,0.15,13.0771386949924,0.220913609722478,68.7814871016692,0.0269585423302917
1,0.2,13.2256452453988,0.217972236679655,68.5812883435583,0.0265191836225396
1,0.25,13.6084208201893,0.217821748453041,68.8044164037855,0.0266369123630319
1,0.3,13.0015950075643,0.217179485325519,68.5763993948563,0.0263638024926233
1,0.35,12.834011641791,0.226278624416528,68.5925373134328,0.026927243206084
1,0.4,13.5588421383648,0.216216760330875,68.6352201257862,0.0270040465279029
1,0.45,12.7795771513353,0.22780054618516,68.5192878338279,0.0266085910089812
1,0.5,13.1716502290076,0.222733505703891,68.8396946564885,0.027426417179676
1,0.55,12.8667756352765,0.228789394999367,68.5635276532138,0.0272506062203321
1,0.6,13.1837790519878,0.222868839595572,68.6024464831804,0.0266253504300187
1,0.65,13.2944953632148,0.215751879291916,68.5564142194745,0.0267105674721003
1,0.7,13.8137342948718,0.214759652298551,68.8285256410256,0.0273564038237725
1,0.75,12.9000099252616,0.219441761497258,68.5112107623318,0.0268326463494396
1.5,0.05,13.5171029780564,0.220841431791465,69.0752351097179,0.0280864738476434
1.5,0.1,13.2178898617512,0.218516193481548,68.7357910906298,0.0269029600803385
1.5,0.15,13.1331380517504,0.211722958322156,68.806697108067,0.0271815496299442
1.5,0.2,13.4727973354232,0.219860791855899,68.9373040752351,0.0273887152346065
1.5,0.25,13.4539341653666,0.212179536144094,68.8471138845554,0.0275928075569402
1.5,0.3,13.2123238095238,0.225736446838634,69.0430107526882,0.0281908606617608
1.5,0.35,13.7873642054575,0.213696325604242,68.9887640449438,0.0273336503908829
1.5,0.4,13.5308481946625,0.212087572354902,68.8854003139717,0.0279906888708249
1.5,0.45,13.6419938193344,0.221908210326476,69.053882725832,0.0276889794358193
1.5,0.5,14.1474718286656,0.205996002791669,69.3014827018122,0.027705509637463
1.5,0.55,13.4260070093458,0.216494744835586,68.7788161993769,0.02762562461338
1.5,0.6,13.4917009389671,0.222054989519567,68.8810641627543,0.0276453456649254
1.5,0.65,12.9341175412294,0.221530262796015,68.7931034482759,0.0275215323690507
1.5,0.7,13.107601674277,0.2188247183432,68.8584474885845,0.0271147994841983
1.5,0.75,14.0421405537459,0.212543058744535,68.7491856677524,0.0271761782893687
2,0.05,13.8683061093248,0.212411550167785,69.2009646302251,0.0282622474043267
2,0.1,13.6644933438986,0.213619303588086,69.4881141045959,0.0285446015222636
2,0.15,13.7529215311005,0.209282515282688,69.5007974481659,0.0287929746198556
2,0.2,13.5236407232704,0.207316170088306,69.3632075471698,0.0288075133882848
2,0.25,13.6919717011129,0.214767417142594,69.3004769475358,0.0279188241133373
2,0.3,13.9422490630048,0.212676538903087,69.3101777059774,0.0281003142406406
2,0.35,13.5565789308176,0.215112190150118,68.9669811320755,0.0277379959124939
2,0.4,13.8238203525641,0.211218659171731,69.2355769230769,0.0275828892568356
2,0.45,13.8183052969502,0.205237591220298,69.2439807383628,0.0283407258739756
